,sentimen,text
,Negative,"Bagi perbelanjaan domestik, asasnya bagus, tetapi hypermarket dan pasar raya besar (di Malaysia) yang menguasai 50 peratus pasaran runcit (menyaksikan pertumbuhan) negatif"
,Negative,Saya baru saja mengetahui berita penarikan pingat pagi tadi dan ia satu kejutan buat kerajaan negeri
,Positive,Gerakan mereka mula berkembang dan berpegang dengan hak undang-undang
,Positive,Saya percaya ini berita yang tidak tepat dan rakyat perlu berhati-hati daripada menerima perkara-perkara yang tidak ada kesahihan dan fakta yang tepat.
,Neutral,Setakat ini banyak perubahan
,Neutral,Mungkin suami dia ada sekarang ke pergi mana saya tak tahu
,Negative,"Mari kita nyanyi sama-sama, kalau dia (polis) nak dakwa 2 kali pun dakwalah."
,Neutral,Kenapa fokus yang seorang ini sedangkan banyak lagi pembantu rumah tidak mahu balik??
,Positive,Penyertaan Wan Saiful dijangka mampu meningkatkan lagi imej parti terutama memberi sumbangan idea
,Neutral,Macam mana pula dengan MCA serta Gerakan yang tentang hukum hudud?
,Neutral,Sebab mahu bagi tumpuan pada Pekan sebab Najib beri tumpuan di Langkawi.
,Neutral,Jadi selepas raya Cina kita akan sambut raya haji namun sebelum itu kita juga akan sambut raya puasa
,Neutral,Persidangan akhbar itu adalah mengenai persiapan pilihan raya
,Positive,"Kalau majoriti rakyat nak (PPSMI), kita akan laksanakan."
,Positive,"Malah, latihan itu dijadikan sebagai satu penanda aras dalam menyemak dan mengemaskini prosedur operasi standard (SOP) jabatan dan agensi terbabit"
,Positive,Kita optimis kemajuan pembinaan PIC akan mencapai 98 peratus menjelang akhir tahun ini dengan sumber tenaga kerja yang berada pada kemuncaknya ketika ini
,Negative,Kementerian Dalam Negeri telah mula menghantar pegawai dan anggota polis ke beberapa kawasan panas yang mana pergaduhan dan kekacauan dijangka tercetus semasa PRU-14.
,Positive,"Pas bukan naif sangat dalam politik tanah air, namun kita tetap berpegang dengan dasar perjuangan Islam, kalau sendiri pun sendirilah."
,Negative,Ini tidak elok.
,Positive,"Ini juga dilakukan setelah penasihat kejuruteraan telah menyemak, memeriksa dan akhirnya membuat cadangan kepada kerajaan negeri, barulah jumlah itu dibayar"
,Positive,Memperkasa wanita juga membawa maksud membangunkan kebebasan kewangan dan ekonomi kaum itu sekali gus mengeluarkan mereka daripada situasi hanya bergantung kepada orang lain
,Negative,"Saya lihat rumah PPR, mereka (penyewa) masuk (menduduki) kemudian terbiar...ini rumah sewa, depa (mereka) harap tuan tanah (pemilik projek PPR) baiki, tapi tuan tanah nak baiki macam mana jika sewa pun tak bayar"
,Positive,Semua maklumat akan disalurkan bukan hanya kepada Aseanapol (Polis Asean) tetapi kepada Interpol (Polis Antarabangsa) supaya senarai suspek atau sebarang data yang diperoleh dapat menarik perhatian antarabangsa
,Positive,"Sekiranya seseorang guru mempunyai pengesahan perubatan mengalami masalah mental, JPN tidak boleh membiarkan guru itu bertugas sebaliknya guru itu perlu diberi cuti"
,Positive,"Kami akan menghantar anggota terbabit pada Mac ini, sekali gus membuat persiapan dengan memulakan latihan di sana"
,Positive,"Saya?meminta supaya orang awam melaporkan kes sedemikian kepada pihak berkuasa seperti mana yang diperuntukkan di bawah seksyen 29A Akta Kanak-Kanak 2001,"
,Positive,Kita sedia hadapi sesiapa jua yang datang ke Bentong kerana kita mempunyai rekod pencapaian baik.
,Positive,Kita akan mengambil tindakan tegas dan tidak berkompromi dengan mereka yang membuat laporan palsu seperti ini
,Negative,Kerajaan Myanmar cuba mengalih fokus dunia kepada persetujuan penghantaran balik pelarian dari Bangladesh ke negara itu namun isu utama yang tidak mahu diberi perhatian ialah mengenai jenayah genosid serta pemusnahan perkampungan Rohingya secara berterusan berlaku sehingga kini
,Positive,"Undang-undang berkenaan sangat diperlukan bagi mengawal, membendung dan mencegah daripada berlaku kerosakan kepada masyarakat serta negara"
,Positive,"Perjalanan masjid harus diatur dengan baik dan bagi masjid baharu, pilih ahli pentadbir yang tepat"
,Positive,"Kalau nak dibandingkan dengan PRU yang lepas, kali ini jauh lebih bersedia untuk kita menghadapi PRU-14"
,Positive,Apa yang diperkatakan orang ramai itu sebenarnya tidak mempengaruhi sedikit pun penduduk di kawasan ini.
,Positive,Saya telah buat yang terbaik untuk penduduk Teluk Intan selepas?kemenangan pada PRK lalu dan saya yakin rakyat akan membuat penilaian mereka pada PRU nanti
,Positive,"1MDB berulang kali menjelaskan bahawa walaupun ia mempunyai urusan perniagaan dengan Aabar BVI, 1MDB tidak mempunyai sebarang urusan perniagaan dengan Jho Low dan yang lebih penting, 1MDB bukanlah pihak dalam tuntutan sivil DoJ"
,Positive,menasihati calon untuk bekerja lebih keras dan teruskan usaha sebab dalam pilihan raya ini macam-macam boleh jadi.
,Neutral,Haruslah kerana hubungannya dengan Dr Mahathir
,Negative,Sangat tidak berbaloi apa yang beliau buat
,Positive,"Pihak kerajaan perlu berusaha mewujudkan peluang pekerjaan, dan perniagaan supaya mereka yang terlatih dan berpengetahuan berpeluang memperbaiki taraf hidup mereka,"
,Positive,Sambutan forum itu amat menggalakkan bila mana pihak penganjur telah menerima banyak soalan secara atas talian seminggu sebelum forum diadakan dan ia datang daripada bekas pelajar daripada pelbagai peringkat umur.
,Positive,Kita tetap negara demokrasi
,Negative,"Jadi ada ramai pula yang nak meniaga, dia kutuk"
,Negative,"Mereka ini semakin kurang ajar kerana tidak memahami hak asasi manusia, mana tidaknya pekerja wanita yang bertugas di dalam pejabat dan dapur pun dilarang memakai tudung, sedangkan mereka bukan berdepan dengan pelanggan"
,Positive,Objektif utama kempen ini adalah menyasarkan agar tahap kesedaran pemilih terhadap kepentingan mengundi meningkat dan mencapai sasaran 85 peratus pengundi akan keluar mengundi pada PRU14
,Neutral,"Soal (pemilihan) calon itu bukanlah hak kita, soal calon adalah hak muktamad Presiden Umno atau Pengerusi BN."
,Positive,Apabila sudah berdaftar nanti ia akan memudahkan pengurusan PDK untuk melatih orang kurang upaya (OKU) di dalam komuniti setempat
,Neutral,Kes ini sudah disiasat pihak berkuasa seperti polis dan Jabatan Peguam Negara serta dibentangkan kepada PAC yang diwakili ahli Parlimen kerajaan dan pembangkang.
,Negative,"Aset bukan barangan, barangan milik kami, kos operasi juga milik kami, harga kami, kerugian kami, kos logistik tidak ada, saya kerugian sebanyak RM100 juta"
,Negative,"Sebelum ini semua hal diceritakan kepada media, dan ia mungkin mencetuskan salah faham"
,Neutral,"Kalau ada apa-apa, kita minta kebenaran.?
,Negative,Semua gerak kerja sulit ini tuan-tuan yang dibuat di peringkat-peringkat tertinggi"
,Negative,Mensa?otaj parti atau calon bertanding adalah sikap buruk zaman dahulu kala yang satu sen pun tidak menguntungkan.
,Positive,"Jadi, perlu dasar awam baru diperkenalkan untuk benar-benar membebaskan golongan ini daripada kemiskinan"
,Neutral,Saya ingin ingatkan dokumen tersebut tidak boleh disiarkan embargo sehingga ia dibentangkan Rabu 28 Mac
,Positive,Sesi pertemuan berlangsung harmonis dalam dua jam
,Negative,tangan ghaib itu sangat bahaya kepada rakyat yang boleh memusnahkan masyarakat terutamanya orang Melayu .
,Positive,Kerajaan teruskan apa telah dilaksanakan sebelum ini sahaja.
,Negative,"Saya merujuk kepada situasi di mana saya mengatakan terlalu banyak gelaran Tan Sri dikurniakan, yang akan mengurangkan rasa hormat terhadap darjat itu"
,Positive,Orang ramai juga diingatkan supaya mematuhi arahan pegawai-pegawai bertugas bagi melancarkan perjalanan
,Positive,"Berhubung masalah tanah simpanan, KKLW telah mengenal pasti kira-kira 134,490 hektar tanah melibatkan 853 perkampungan Orang Asli seluruh Malaysia yang diwartakan bagi menggelakkan berlaku pencerobohan dan pembalakan haram"
,Negative,Pada masa sama tiada seorang pun daripada mereka yang terlibat dengan skandal NFC (National Feedlot Corporation Sdn Bhd) dihadapkan ke muka pengadilan
,Neutral,Benda yang normal
,Neutral,"Dalam kajian itu kita akan lihat lebih lanjut dalam aspek kejuruteraan jalan raya, cuaca dan juga bahan"
,Positive,"Maknanya khusus untuk beli buku, cadangan ini telah diberi Menteri Pendidikan Tinggi, dan peringkat perbincangan dengan Menteri Kewangan"
,Positive,"Saya percaya kepada pihak keselamatan untuk menjaga keselamatan dan memastikan perjalanan PRU14 lancar, selamat dan harmoni"
,Neutral,Pihak berkenaan akan lakukannya jika ia perlu
,Positive,"Perpindahan ke kampung baharu tersebut akan dilakukan sebaik pembinaan rumah siap termasuk disediakan kemudahan jalan, elektrik dan air bersih supaya dapat tinggal dalam keadaan selesa"
,Positive,Mereka merancang untuk memperkenalkan semula subsidi yang biarpun popular namun boleh menjejaskan ekonomi
,Positive,Sewajarnya Majlis Raja-Raja Melayu perlu memadamkan pesepsi ini agar rakyat tidak menyalahkan Raja-Raja Melayu atas kerosakan negara akibat dari kerajaan dan tangan pemimpin klaptokrat Umno-BN
,Positive,ebab itulah negara demokrasi sebenar menetapkan peraturan ketat berkaitan sumbangan badan korporat kepada parti politik
,Positive,kita akan memberi persaingan yang baik
,Negative,"PH Johor terkejut dengan berita penangkapan Mazlan Aliman di kediamannya dekat Felda Sungai Ramun, Kulai 1.53 pagi tadi."
,Negative,"Malangnya Pas telah memilih untuk mengasingkan diri dari pakatan pembangkang, akibatnya mereka mula terasa kesunyian dan bimbang akan terus terpinggir"
,Positive,"Kita mendapat pengundi-pengundi bonus, 800 lebih pengundi polis daripada sebelah Tanjung, yang sebelah dekat Datuk Keramat itu, yang sebelah Penang Road itu yang dipindahkan secara sulit ke Permatang Pauh"
,Positive,?ebih 95 peratus majikan Malaysia majikan yang bertanggungjawab
,Negative,"Lebih menyedihkan, kanak-kanak yang kali terakhir bertemu ibunya pada Jun tahun lalu tidak pernah dihantar ke sekolah seperti murid lain termasuk Taman Bimbingan Kanak-kanak (Tabika) pada tahun lalu"
,Negative,"Oleh itu, Pasukan Respons MH370 ingin menyatakan laporan tersebut tidak berasas"
,Negative,"semakin rendah jumlah pengundi melaksanakan tanggungjawab mereka untuk mengundi, semakin tidak jelas jumlah majoriti"
,Positive,Kempen penubuhan pemantau sukarela ini berjaya menarik ramai penyertaan sukarelawan
,Positive,Kehadiran pemerhati asing pada Pilihan Raya Umum ke-14 (PRU14) adalah sesuatu dialu-alukan kerana ia manifestasi yang jelas terhadap kematangan politik negara
,Positive,"Maka adalah suatu kekeliruan (Kalau tidak pun penipuan) untuk menuduh penubuhan badan seperti Jakim kononnya tidak berperlembagaan, sedangkan ia sesuai dengan peruntukan-peruntukan yang disebutkan kerajaan persekutuan"
,Negative,Ia amat merugikan negara
,Negative,Walaupun wujudnya kemudahan rumah seperti Perumahan Penjawat Awam 1Malaysia (PPA1M) dan Perumahan Rakyat 1Malaysia (PR1MA) tetapi kumpulan berpendapatan 40 peratus terendah (B40) masih tidak mampu untuk memiliki rumah
,Positive,"Ini apat dibuktikan menerusi pelaksanaan Inisiatif Melestari Pembangunan Komuniti (1MPAK) oleh MARA baru-baru ini dan melalui kerajaan yang menyasarkan untuk mewujudkan sebanyak 250,000 peluang pekerjaan kepada generasi muda"
,Positive,Dia mesti setia kepada parti dia
,Positive,"Justeru, industri yang sedia mengeluarkan produk peranti perubatan diiktiraf halal sememangnya menunggu pensijilan halal oleh JAKIM ini"
,Negative,Ringgit jatuh dan dolar Singapura kini 3 kali ganda berbanding ringgit Malaysia
,Positive,peningkatan jumlah wanita dalam senarai calon BN merupakan testimoni kepada komitmen kerajaan dalam memperkasakan golongan itu.
,Positive,Kita tidak akan berkompromi dengan kes-kes sebegini kerana kita sebagai penguat kuasa dan kita sememangnya tahu kesan penyalahgunaan dadah dalam masyarakat apatah lagi melibatkan anggota dan pegawai polis
,Positive,Momentum PRU13 masih ada
,Neutral,Kami rasa mereka itu bukan dari jabatan hutan atau wakil kerajaan negeri.
,Negative,Sentimen Mahathir di Langkawi masih kuat.
,Positive,"Sekiranya mempunyai pengesahan perubatan mengalami masalah mental, guru itu perlu diberi cuti"
,Negative,Bagaimana kerajaan negeri boleh membenarkan dua syarikat bermasalah ini melakukan transaksi jualan kepada pihak ketiga dengan nilai RM1.18 bilion sedangkan kes masih berjalan di Mahkamah Persekutuan.
,Positive,"Berdasarkan nisbah keseluruhan murid, ia masih terkawal dan segala tindakan yang dilakukan termasuk mewujudkan Pegawai Perhubungan Sekolah (PPS) hanyalah untuk memperbaiki keadaan"
,Positive,"Anggota PAS diajar bahawa pemimpin datang dan pergi, tetapi bahtera Islam yang diperjuangkan terus berlayar"
,Neutral,Hal ini kerana melibatkan perundangan dua negara yang berbeza dan mengambil masa untuk menyelesaikannya
,Negative,Beliau berharap agar para penyokong bagi calon-calon yang bertanding dalam PRU14 menjaga perlakuan dan sentiasa bersabar bagi memastikan proses penamaan calon berjalan lancar tanpa sebarang provokasi
,Negative,Tapi mereka melampaui batas (dengan) melindungi penjenayah.
,Positive,Dulu jurangnya begitu ketara
,Negative,Kejayaan HDB tidak dilaksanakan di Malaysia
,Positive,Pengundi dari kawasan-kawasan itu perlu membeli tiket dan memohon cuti supaya boleh pulang dan mengundi
,Positive,Begitu juga dengan kaum India kita memerlukan lebih ramai wakil rakyat daripada MIC supaya boleh mewakili kaum India dalam kerajaan
,Negative,"Kita sanggup keluarkan arahan yang melukakan hati rakyat, meragut nyawa rakyat"
,Positive,Tapi ia bukan harga untuk saya bersubahat dengannya
,Positive,Rakyat ingin lihat bagaimana kerajaan membelanjakan wang jika kerajaan mahu mengumpul RM40 bilion daripada kutipan GST setiap tahun
,Positive,"Kalau kita tipu takkan BN kalah di Selangor, Pulau Pinang dan Kelantan"
,Negative,"sedikit sebanyak telah meningkatkan kos operasi stesen minyak,"
,Neutral,Membentuk kerajaan mereka sendiri
,Positive,Ini bermakna segala kelengkapan di semua bilik darjah nanti akan mempunyai peralatan pendidikan yang terkini dan moden
,Positive,Saya berpegang teguh kepada kenyataan awal saya berkenaan dengan hal ini.
,Neutral,Kita akan lihat semula melalui apa saja dapatan daripada resolusi Majlis Perundingan Islam (MPI) ini bagi pewujudan Suruhanjaya Pendidikan Malaysia.
,Negative,Kenapa apabila Amanah mahu bertanding melawan Umno dan PAS maka dikatakan membawa perpecahan kepada Melayu?
,Positive,Kita tidak mahu syarikat-syarikat swasta ini menjana pendapatan berlipat-ganda sehingga menjejaskan rakyat
,Neutral,"Malah, bukan media sosial yang akan menentukan kemenangan pilihan raya nanti"
,Positive,Ia juga untuk mengelak pihak yang tidak bertanggungjawab mengambil kesempatan atas isu ini.
,Positive,Bahkan tidak ada sebab untuk kami minta maaf.
,Positive,Jika tanah ini sudah diwartakan maka tidak berlaku pencerobohan tanah rizab simpanan Orang Asli ini seperti pembalakan haram
,Neutral,"Jika PAS memerintah, ia akan terbahagi kepada dua ?(satu), kabinet yang buat keputusan tentang dasar negara"
,Neutral,"Mungkin dia jadi salah seorang pegawai lain di dalam KDN, tetapi dia bukan pegawai khas kepada menteri"
,Positive,Setiap hari saya mesti rajin
,Positive,SPR sepatutnya memudahkan pengundi dan bukannya menyusahkan lagi
,Negative,"Ramai orang dalam industri ini sangat kecewa, dan orang ramai sepatutnya lebih kecewa"
,Positive,ni menyebabkan mereka bersaing satu sama lain yang antara lain akan meningkatkan kos operasi berikutan perlu membayar gaji ramai pekerja
,Negative,Ini bukan bermakna asas GPS tidak bagus untuk menentukan kualiti tetapi ia tidak membawa impak positif yang dikehendaki
,Negative,"Saya fikir berucaplah sekuat mana sekali pun, tulislah sebanyak mana kertas cadangan tapi sekiranya rejim yang sama terus mentadbir negara, perubahan tuntas yang kita mahukan mustahil akan terlaksana kerana 'political will' itu tidak wujud"
,Neutral,Slow (perlahan) baru jadi
,Positive,Antara agenda besar yang akan kita bincangkan dalam persidangan ini adalah pengenalan logo Produk Ummah yang berfungsi membezakan produk halal milik usahawan Islam dengan bukan Islam
,Positive,Kami bersetuju untuk menetapkan tarikh penghantaran kumpulan pertama untuk bekerja di Malaysia pada 1 Jun
,Positive,"Bagus, fantastik"
,Positive,"Sejak Harapan wujud, ketika itu saya masih ahli Pas dan setelah tinggalkan Pas sehingga hari ini saya terus berkempen di seluruh negeri untuk Harapan"
